x,y,z,rx,ry,rz
335.61032023311066,-6.606232655857131,200.0,180,0,0
335.8826698893796,-6.6151167262004025,200.0,180,0,0
336.1274520267571,-6.617099022168154,200.0,180,0,0
336.3987925558786,-6.469901459392142,200.0,180,0,0
336.6051934595916,-6.420477019074266,200.0,180,0,0
336.9755201879936,-6.386040670219868,200.0,180,0,0
337.26719233566513,-6.39641750612422,200.0,180,0,0
337.47181579951626,-6.396991646724636,200.0,180,0,0
337.6572199781502,-6.463313951450533,200.0,180,0,0
337.9275055107084,-6.434522311236011,200.0,180,0,0
338.206781448762,-6.447806111654046,200.0,180,0,0
338.4334336995475,-6.466541225983394,200.0,180,0,0
338.603437221829,-6.539874089619628,200.0,180,0,0
338.7881533592261,-6.646217015987123,200.0,180,0,0
338.9891072698137,-6.633422745975758,200.0,180,0,0
339.35531721814834,-6.6626797422558806,200.0,180,0,0
339.54085900502963,-6.652877046951944,200.0,180,0,0
339.79523931766175,-6.737789419960769,200.0,180,0,0
339.97633177121116,-6.840028751931609,200.0,180,0,0
340.1982480048161,-6.865538725345861,200.0,180,0,0
340.4242007470107,-6.889912504729819,200.0,180,0,0
340.5754092761712,-6.8793120561705665,200.0,180,0,0
340.92319118671116,-6.90053712763014,200.0,180,0,0
341.0603178052233,-6.825735672773895,200.0,180,0,0
341.24907045121006,-6.8087773725132,200.0,180,0,0
341.6325846366525,-6.75634927031736,200.0,180,0,0
341.9314238805417,-6.798140662442344,200.0,180,0,0
342.15639043029677,-6.797439606551309,200.0,180,0,0
342.47861160888624,-6.70318385071888,200.0,180,0,0
342.79669307270046,-6.736725748953683,200.0,180,0,0
343.2573481481521,-6.770436867575977,200.0,180,0,0
343.5054099487588,-6.813763330358914,200.0,180,0,0
343.890758910833,-6.827627314962633,200.0,180,0,0
344.0427472200619,-6.81911190332068,200.0,180,0,0
344.2766009691269,-6.849462788534226,200.0,180,0,0
344.46933278693365,-6.901993631679615,200.0,180,0,0
344.5423683642295,-6.926035013873857,200.0,180,0,0
344.6976936734574,-6.936345370340267,200.0,180,0,0
344.84548493114136,-6.960773541991632,200.0,180,0,0
345.15255773516526,-6.965245795089605,200.0,180,0,0
345.34660829867613,-6.963583809141034,200.0,180,0,0
345.5333312230141,-7.110074272440744,200.0,180,0,0
346.0157513362594,-7.215655707064528,200.0,180,0,0
346.3803214529795,-7.229368602036559,200.0,180,0,0
346.63831398210533,-7.252062264716141,200.0,180,0,0
347.0547853427948,-7.232686530348434,200.0,180,0,0
347.1992510678337,-7.2851267197148095,200.0,180,0,0
347.63904702645374,-7.2442539525504905,200.0,180,0,0
